Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,multiple_deliveries,City,distance,time_diff_minutes,Time_taken (min)
8515,23.0,4.9,Sunny,Low,0,Snack,0.0,Urban,19.69458804223436,0,23
8516,29.0,4.9,Sunny,Jam,2,Drinks,1.0,Urban,12.258861469072407,15,22
8517,22.0,4.8,Sandstorms,Jam,0,Snack,0.0,Metropolitian,4.664774334599983,5,16
8518,33.0,4.0,Cloudy,Low,0,Snack,1.0,Metropolitian,13.685780482509609,10,36
8519,39.0,4.7,Sandstorms,Jam,0,Snack,0.0,Urban,19.9217994892231,15,38
8520,33.0,4.2,Stormy,Jam,1,Buffet,1.0,Metropolitian,9.080529253206503,5,33
8521,23.0,4.8,Fog,Low,1,Meal,1.0,Metropolitian,11.940909828898109,10,28
8522,28.0,5.0,Fog,High,1,Snack,0.0,Metropolitian,1.488802432396982,15,26
8523,22.0,4.8,Sandstorms,Jam,0,Drinks,1.0,Urban,12.584217051037724,5,30
8524,38.0,4.6,Windy,Medium,1,Buffet,0.0,Metropolitian,10.590141047062009,10,20
8525,32.0,4.6,Windy,High,1,Drinks,1.0,Metropolitian,6.2128964974981695,15,25
8526,35.0,4.6,Fog,Low,0,Drinks,1.0,Metropolitian,9.18215826915814,5,20
8527,39.0,4.9,Sandstorms,Low,2,Snack,0.0,Metropolitian,11.750398353022732,5,15
8528,21.0,4.9,Cloudy,Jam,2,Snack,1.0,Metropolitian,4.597977497680178,15,28
8529,32.0,4.7,Stormy,Low,2,Drinks,0.0,Urban,10.569253054590346,15,27
8530,32.0,4.6,Fog,Jam,0,Drinks,3.0,Metropolitian,17.172048641294033,15,49
8531,31.0,4.6,Fog,Jam,2,Meal,1.0,Metropolitian,13.22118796302265,15,35
8532,32.0,4.5,Cloudy,Low,2,Drinks,0.0,Metropolitian,3.030486454756878,15,15
8533,22.0,4.8,Sandstorms,Low,1,Meal,1.0,Metropolitian,7.774868955163789,5,12
8534,24.0,4.6,Windy,Jam,1,Snack,1.0,Metropolitian,7.66308309220036,0,25
8535,28.0,4.4,Cloudy,Medium,2,Buffet,2.0,Metropolitian,10.590468909792246,15,38
8536,37.0,4.6,Fog,High,0,Snack,0.0,Metropolitian,1.490313580205013,5,30
8537,23.0,4.8,Cloudy,Low,2,Snack,1.0,Urban,3.10634473626761,5,18
8538,35.0,4.8,Windy,Jam,1,Meal,1.0,Metropolitian,4.470626028288083,0,34
8539,23.0,4.7,Stormy,High,2,Meal,0.0,Urban,1.5207719369831536,15,10
8540,25.0,4.6,Windy,Jam,2,Meal,1.0,Metropolitian,4.598181290008066,5,13
8541,27.0,4.7,Fog,Low,0,Meal,1.0,Urban,1.573027382944863,10,15
8542,27.0,4.8,Fog,Low,0,Meal,0.0,Urban,4.56217217850127,5,15
8543,33.0,4.4,Stormy,Jam,0,Snack,1.0,Metropolitian,12.102732507258835,0,39
8544,25.0,5.0,Fog,Jam,0,Snack,1.0,Metropolitian,13.993923785671564,0,47
8545,30.0,4.3,Sandstorms,High,2,Buffet,1.0,Metropolitian,6.2347637790293655,15,33
8546,22.0,5.0,Windy,Medium,1,Buffet,0.0,Urban,12.438816730913974,15,16
8547,33.0,4.6,Sunny,Medium,1,Buffet,1.0,Urban,9.36602391105568,10,17
8548,27.0,5.0,Cloudy,Low,2,Snack,0.0,Urban,1.553048366891345,10,10
8549,20.0,4.6,Sandstorms,High,0,Drinks,0.0,Urban,6.212539253889852,0,22
8550,20.0,4.9,Stormy,Medium,0,Buffet,1.0,Metropolitian,6.130425088346569,10,28
8551,35.0,5.0,Cloudy,High,2,Drinks,1.0,Metropolitian,6.23415014860763,10,31
8552,33.0,5.0,Windy,Jam,1,Meal,1.0,Metropolitian,10.42015943176282,15,28
8553,20.0,4.9,Windy,Medium,0,Snack,1.0,Metropolitian,16.857532269921766,10,30
8554,26.0,4.7,Sunny,Low,2,Buffet,1.0,Urban,7.865136435552706,15,20
8555,35.0,4.7,Stormy,Jam,2,Buffet,1.0,Metropolitian,13.83401907854593,0,29
8556,20.0,4.7,Stormy,Jam,2,Drinks,1.0,Urban,4.545657511424451,10,22
8557,22.0,4.9,Fog,Low,2,Snack,1.0,Metropolitian,1.512992570777558,10,15
8558,36.0,4.9,Sandstorms,Medium,0,Buffet,2.0,Metropolitian,13.77043848903915,0,48
8559,32.0,5.0,Windy,Medium,1,Drinks,0.0,Urban,20.44934725735322,5,28
8560,22.0,4.9,Cloudy,Low,2,Drinks,1.0,Metropolitian,11.01119033893336,10,23
8561,30.0,4.7,Stormy,Low,1,Snack,1.0,Metropolitian,4.719082053000275,15,28
8562,34.0,4.3,Fog,Low,0,Meal,2.0,Urban,10.870644421193877,0,38
8563,25.0,4.7,Cloudy,Low,1,Snack,0.0,Metropolitian,10.728327569855551,5,28
8564,21.0,4.8,Sunny,Low,0,Snack,0.0,Metropolitian,1.5152814175211269,0,17
8565,22.0,4.5,Stormy,Low,1,Drinks,0.0,Urban,14.157243571473249,5,13
8566,37.0,5.0,Sunny,Low,1,Meal,1.0,Metropolitian,9.07753291151336,5,19
8567,29.0,4.7,Sandstorms,Jam,0,Snack,1.0,Metropolitian,17.07823146436735,0,27
8568,36.0,4.9,Stormy,Low,1,Meal,1.0,Urban,11.940402891006052,15,23
8569,36.0,4.6,Windy,Low,1,Snack,1.0,Urban,3.1460547419311484,10,28
8570,23.0,4.7,Sandstorms,Low,0,Drinks,1.0,Urban,10.871624293124714,10,19
8571,28.0,4.5,Stormy,Medium,1,Buffet,1.0,Metropolitian,20.259325711596187,15,26
8572,31.0,4.8,Sunny,High,0,Meal,1.0,Metropolitian,1.5530683432266443,10,22
8573,39.0,4.7,Fog,Low,1,Snack,1.0,Metropolitian,7.6621085318281,15,19
8574,33.0,4.9,Fog,Medium,1,Snack,1.0,Urban,6.149057087262317,15,18
8575,33.0,4.4,Windy,Jam,2,Drinks,0.0,Metropolitian,10.869277127233923,15,37
8576,22.0,4.8,Cloudy,High,0,Snack,1.0,Urban,6.292109292193661,15,20
8577,22.0,4.9,Cloudy,High,0,Meal,0.0,Urban,6.130823373939967,15,25
8578,27.0,4.8,Cloudy,Medium,2,Snack,0.0,Metropolitian,20.18759926859508,0,32
8579,31.0,4.8,Cloudy,High,2,Buffet,1.0,Urban,3.1060851585999827,10,26
8580,37.0,4.4,Sandstorms,Jam,2,Snack,1.0,Metropolitian,7.652125822761237,15,32
8581,24.0,4.8,Stormy,Medium,0,Snack,1.0,Metropolitian,19.890560709204298,0,29
8582,23.0,4.5,Windy,Jam,0,Meal,0.0,Metropolitian,7.603414064800397,10,23
8583,23.0,4.9,Cloudy,Low,0,Meal,0.0,Metropolitian,1.5528457997722211,5,15
8584,34.0,4.9,Fog,Low,0,Buffet,0.0,Metropolitian,1.55858858420766,15,24
8585,21.0,4.2,Sandstorms,Jam,0,Meal,1.0,Metropolitian,16.908216186798583,15,39
8586,35.0,3.5,Stormy,Medium,1,Meal,0.0,Metropolitian,12.10304992511753,10,34
8587,34.0,4.7,Stormy,Low,2,Drinks,0.0,Metropolitian,20.512743260167397,5,17
8588,22.0,4.3,Stormy,Jam,0,Meal,2.0,Urban,13.413490919211569,0,37
8589,24.0,5.0,Sunny,Low,2,Meal,1.0,Metropolitian,1.5586263734521495,5,17
8590,27.0,4.5,Cloudy,Low,0,Meal,0.0,Metropolitian,13.616666438795251,15,23
8591,23.0,5.0,Fog,Jam,0,Snack,1.0,Metropolitian,12.421927473357908,5,37
8592,37.0,4.7,Stormy,Medium,1,Drinks,1.0,Metropolitian,13.77164064765837,0,28
8593,38.0,4.9,Sunny,High,1,Snack,1.0,Metropolitian,1.510680008845075,15,20
8594,38.0,4.9,Stormy,High,0,Meal,2.0,Metropolitian,6.212090647414808,0,47
8596,28.0,4.6,Sunny,Low,0,Drinks,1.0,Metropolitian,13.2214511884021,5,22
8597,29.566910587697237,4.6337736972250205,Cloudy,Medium,0,Meal,1.0,Metropolitian,10.909803131924049,0,30
8598,23.0,4.7,Windy,Low,1,Buffet,1.0,Urban,3.0416456810499155,0,19
8599,34.0,4.8,Fog,Medium,2,Meal,1.0,Urban,5.970775690398236,15,19
8600,20.0,4.6,Windy,Low,0,Meal,0.0,Urban,10.714265752798028,5,19
8601,36.0,4.9,Stormy,Medium,2,Snack,1.0,Metropolitian,8.990809889993859,10,30
8602,35.0,4.7,Fog,High,0,Drinks,1.0,Metropolitian,6.234137032960067,15,34
8603,24.0,5.0,Cloudy,Low,0,Buffet,0.0,Metropolitian,7.575807354768976,10,23
8604,38.0,4.7,Cloudy,Jam,0,Meal,0.0,Metropolitian,4.407091019482179,15,28
8605,34.0,4.9,Windy,Medium,0,Drinks,1.0,Urban,9.351427892097666,0,28
8606,23.0,4.8,Cloudy,Medium,1,Snack,0.0,Urban,4.719082053000275,15,12
8607,34.0,4.5,Sunny,Jam,1,Drinks,1.0,Metropolitian,7.604256680375935,5,16
8608,29.0,4.9,Stormy,Jam,0,Drinks,0.0,Metropolitian,9.318669527947485,0,19
8609,34.0,4.6,Windy,High,1,Snack,1.0,Urban,6.219812255685042,5,34
8610,26.0,4.7,Cloudy,High,1,Drinks,1.0,Metropolitian,6.1493135535424095,5,33
8611,28.0,4.8,Fog,Low,2,Buffet,0.0,Metropolitian,13.685711015730789,0,23
8612,32.0,4.5,Sunny,Jam,1,Snack,1.0,Metropolitian,4.675860529737674,10,23
8613,26.0,4.6,Sandstorms,Jam,1,Snack,1.0,Metropolitian,13.413671870633278,5,23
8614,39.0,4.9,Sandstorms,Low,1,Snack,1.0,Metropolitian,1.4692262451051803,0,20
8615,38.0,4.5,Stormy,Jam,1,Snack,0.0,Metropolitian,13.18825196445083,10,33
8616,23.0,4.8,Sunny,Jam,0,Snack,1.0,Metropolitian,10.88414699061599,10,21
8617,26.0,4.6,Sandstorms,High,2,Buffet,0.0,Metropolitian,1.5268696963703652,15,16
8618,38.0,5.0,Sunny,Low,1,Snack,1.0,Urban,3.074642482803998,5,12
8619,29.0,4.5,Sandstorms,Jam,2,Meal,0.0,Metropolitian,12.297604948140265,10,27
8620,37.0,4.8,Sandstorms,Medium,2,Drinks,1.0,Metropolitian,4.719082053000275,0,26
8621,29.0,4.8,Windy,Jam,0,Snack,1.0,Metropolitian,20.85810317487925,10,31
8622,20.0,4.9,Stormy,Jam,1,Meal,1.0,Metropolitian,4.470565229299267,10,27
8623,38.0,4.6,Windy,Jam,1,Snack,1.0,Metropolitian,10.884366512286157,10,28
8624,27.0,4.6,Windy,High,0,Drinks,0.0,Metropolitian,6.129772126302703,10,22
8625,30.0,4.5,Cloudy,Medium,0,Snack,1.0,Urban,12.077904662858582,15,36
8626,21.0,4.8,Stormy,Jam,0,Buffet,0.0,Metropolitian,12.42350083306893,0,29
8627,36.0,4.7,Windy,Jam,1,Meal,1.0,Metropolitian,7.454947200500318,5,26
8628,30.0,4.7,Cloudy,High,0,Drinks,1.0,Metropolitian,6.234277916442037,5,30
8629,26.0,4.2,Windy,Jam,0,Drinks,1.0,Metropolitian,12.078185949645956,10,32
8630,28.0,4.3,Stormy,Low,0,Snack,1.0,Metropolitian,3.019356991733292,5,19
8631,37.0,4.7,Stormy,Jam,0,Meal,1.0,Metropolitian,12.42288026959522,15,45
8632,21.0,4.8,Sunny,Low,1,Snack,1.0,Urban,1.5586261164034731,10,19
8633,36.0,4.9,Cloudy,Jam,1,Buffet,1.0,Metropolitian,9.351140879280196,10,36
8634,21.0,4.6,Cloudy,Jam,1,Buffet,1.0,Urban,10.687147200516767,10,38
8635,35.0,4.4,Windy,Low,0,Buffet,1.0,Urban,3.106338259521306,5,25
8636,33.0,4.8,Cloudy,Low,1,Snack,1.0,Metropolitian,9.160544772011033,15,18
8637,35.0,4.9,Sunny,Jam,0,Snack,0.0,Metropolitian,9.05882399380489,5,24
8638,36.0,4.2,Fog,Low,0,Drinks,2.0,Metropolitian,10.64562980727933,15,43
8639,35.0,4.7,Stormy,Medium,2,Meal,0.0,Metropolitian,17.083390247190646,10,27
8640,20.0,3.9,Sunny,Jam,0,Drinks,2.0,Metropolitian,7.564691926570678,5,49
8641,29.566910587697237,4.6337736972250205,Fog,Jam,0,Meal,0.0,Metropolitian,7.32766808756288,0,35
8642,21.0,4.8,Stormy,Low,1,Drinks,0.0,Metropolitian,14.026217980097854,10,13
8643,23.0,4.7,Stormy,Low,0,Meal,1.0,Metropolitian,10.68711904895938,10,23
8644,27.0,4.9,Windy,Jam,2,Snack,1.0,Urban,7.549246041072875,10,27
8645,32.0,4.8,Cloudy,Medium,2,Meal,1.0,Metropolitian,5.960691524349717,5,15
8646,22.0,4.9,Fog,Low,2,Drinks,1.0,Metropolitian,16.72736782432946,15,29
8647,34.0,4.3,Windy,Medium,2,Meal,1.0,Metropolitian,9.19583704093906,5,31
8648,39.0,4.0,Sandstorms,High,0,Snack,0.0,Metropolitian,6.219641026813661,5,36
8649,26.0,4.7,Windy,Low,0,Snack,0.0,Metropolitian,12.164949002602702,5,16
8650,30.0,4.9,Cloudy,Low,0,Drinks,1.0,Metropolitian,14.026670765333948,15,35
8651,32.0,4.9,Windy,Jam,2,Meal,1.0,Metropolitian,17.080239805311464,0,28
8652,29.0,4.7,Fog,Jam,2,Snack,1.0,Metropolitian,13.99390367561185,5,42
8653,33.0,4.5,Sunny,High,2,Buffet,0.0,Metropolitian,6.292109292193661,0,24
8654,26.0,4.7,Sandstorms,High,1,Drinks,1.0,Metropolitian,1.55290223245002,10,22
8655,26.0,4.5,Stormy,Jam,2,Buffet,0.0,Metropolitian,19.767001365374604,15,19
8656,20.0,4.8,Cloudy,Low,0,Drinks,1.0,Metropolitian,2.9804758670525158,5,24
8657,36.0,4.2,Cloudy,Medium,0,Drinks,1.0,Metropolitian,7.805000005268284,0,32
8658,33.0,4.9,Cloudy,Medium,0,Buffet,0.0,Metropolitian,13.587596584970392,5,43
8659,21.0,4.6,Sandstorms,Jam,0,Buffet,1.0,Metropolitian,7.865136435552706,5,27
8660,29.0,4.7,Fog,Low,2,Snack,0.0,Urban,1.5586213982724693,0,11
8661,29.0,4.6,Sandstorms,Jam,0,Snack,1.0,Metropolitian,16.725927989454476,5,38
8662,32.0,5.0,Sunny,Low,2,Meal,1.0,Metropolitian,3.106467600477619,15,14
8663,24.0,4.5,Fog,Low,1,Buffet,1.0,Urban,10.590233984515692,10,27
8664,23.0,4.9,Stormy,Low,2,Snack,0.0,Metropolitian,3.0260112766519174,0,16
8665,22.0,4.9,Sunny,Medium,0,Drinks,0.0,Metropolitian,9.18073673144451,10,16
8666,27.0,4.5,Stormy,Jam,2,Snack,1.0,Metropolitian,16.857408949355666,5,20
8667,23.0,5.0,Stormy,Jam,0,Snack,0.0,Metropolitian,12.584217051037724,5,30
8668,30.0,4.9,Cloudy,Low,2,Drinks,1.0,Metropolitian,7.450964909803629,0,15
8669,30.0,3.6,Stormy,Jam,2,Snack,1.0,Metropolitian,12.102497989940597,0,43
8670,29.0,4.6,Sunny,Medium,2,Meal,1.0,Metropolitian,20.212569657174274,10,15
8671,32.0,5.0,Stormy,Low,1,Meal,1.0,Metropolitian,13.68535174998561,5,25
8672,36.0,4.6,Sandstorms,Low,2,Drinks,1.0,Metropolitian,16.665120410938524,10,21
8673,30.0,5.0,Cloudy,Low,0,Meal,1.0,Urban,4.592210201269299,15,28
8674,35.0,4.7,Fog,Low,1,Buffet,1.0,Metropolitian,4.580306494529561,5,17
8675,21.0,5.0,Sandstorms,Low,2,Snack,1.0,Urban,1.5549965546723905,15,18
8676,38.0,4.5,Stormy,Low,1,Drinks,0.0,Metropolitian,7.603370073329335,15,25
8677,34.0,4.8,Sunny,Medium,2,Buffet,1.0,Urban,4.719082053000275,5,18
8678,39.0,4.6,Cloudy,High,0,Buffet,1.0,Urban,6.039439951063881,15,30
8679,37.0,4.8,Cloudy,High,2,Drinks,1.0,Metropolitian,6.292109292193661,5,35
8680,30.0,4.1,Fog,Medium,2,Buffet,1.0,Metropolitian,13.976517308879188,0,31
8681,22.0,4.8,Stormy,Jam,0,Drinks,1.0,Metropolitian,19.048005092358643,0,25
8682,33.0,3.0,Sunny,Low,0,Buffet,2.0,Urban,16.907134137805237,10,34
8683,20.0,4.7,Windy,Jam,0,Meal,1.0,Metropolitian,13.77007830460284,15,37
8684,36.0,4.6,Fog,Jam,0,Snack,1.0,Metropolitian,19.920940209900152,10,51
8685,29.566910587697237,4.6337736972250205,Cloudy,Jam,1,Drinks,1.0,Metropolitian,9.12435498514462,5,21
8686,30.0,5.0,Sunny,Medium,2,Drinks,0.0,Metropolitian,9.32953079138829,15,23
8687,38.0,4.9,Stormy,Medium,1,Meal,0.0,Urban,9.180564915792736,0,31
8688,27.0,4.6,Sandstorms,Jam,0,Snack,1.0,Metropolitian,4.611567538304692,5,22
8689,27.0,4.5,Sunny,Medium,0,Buffet,1.0,Urban,19.66929861941844,10,16
8690,21.0,4.8,Windy,Jam,0,Buffet,0.0,Metropolitian,20.213151445051224,5,39
8691,30.0,4.8,Sunny,Low,1,Drinks,0.0,Metropolitian,13.615527347066012,10,24
8692,28.0,4.8,Cloudy,Low,1,Drinks,1.0,Metropolitian,2.9312997396766445,15,10
8693,24.0,4.8,Fog,Low,2,Meal,1.0,Metropolitian,10.568595248832734,10,25
8694,34.0,4.8,Sunny,Low,2,Snack,1.0,Metropolitian,10.605832439278606,5,17
8695,20.0,4.7,Sandstorms,Low,2,Snack,0.0,Metropolitian,16.665133707497215,0,15
8696,28.0,4.6,Stormy,High,1,Drinks,1.0,Metropolitian,5.961137643650305,15,25
8697,31.0,4.2,Windy,Jam,2,Buffet,0.0,Metropolitian,10.605835666701468,15,35
8698,35.0,4.2,Windy,Medium,2,Meal,1.0,Metropolitian,10.760337943560746,10,31
8699,39.0,4.8,Cloudy,Low,0,Snack,1.0,Metropolitian,4.597920184276279,10,25
8700,38.0,4.6,Fog,Medium,0,Meal,1.0,Urban,10.589864357128604,15,36
8701,26.0,4.3,Windy,Jam,0,Drinks,0.0,Metropolitian,14.026221010596544,0,34
8702,32.0,4.8,Sandstorms,High,1,Snack,1.0,Metropolitian,6.083296574941753,0,26
8703,23.0,4.8,Sandstorms,Low,2,Buffet,0.0,Urban,3.105606707098954,0,12
8704,22.0,4.7,Windy,Medium,2,Snack,1.0,Metropolitian,19.890560709204298,0,27
8705,26.0,4.6,Fog,Low,0,Snack,0.0,Metropolitian,3.0537151862537693,10,18
8706,37.0,4.2,Sandstorms,High,1,Meal,0.0,Metropolitian,3.0746255063954124,5,32
8707,27.0,4.8,Windy,Jam,1,Buffet,1.0,Metropolitian,13.685786950316878,10,23
8708,31.0,4.9,Stormy,Jam,2,Meal,1.0,Metropolitian,13.976527497860491,0,30
8709,29.0,4.9,Stormy,Jam,2,Snack,1.0,Urban,4.588796478374249,0,12
8710,33.0,4.1,Sandstorms,Medium,0,Snack,1.0,Metropolitian,13.686674082536278,5,43
8711,29.0,3.9,Sunny,Jam,0,Drinks,2.0,Semi-Urban,9.351003492325509,15,49
8712,33.0,4.5,Stormy,Low,2,Drinks,0.0,Metropolitian,2.980561516402685,10,25
8713,29.566910587697237,4.6337736972250205,Fog,Low,3,Drinks,0.0,Metropolitian,16.652547799028753,0,15
8714,36.0,4.6,Fog,Low,2,Drinks,0.0,Metropolitian,3.1064601878719134,15,15
8715,35.0,4.7,Sandstorms,Jam,0,Drinks,1.0,Semi-Urban,19.36881887039505,15,52
8716,29.0,4.5,Fog,Jam,0,Meal,0.0,Metropolitian,13.41029674290463,5,45
8718,34.0,5.0,Stormy,Jam,2,Snack,1.0,Metropolitian,4.658990176943834,0,29
8719,25.0,4.8,Stormy,Medium,0,Buffet,0.0,Metropolitian,13.974263600334895,15,24
8720,36.0,4.9,Sunny,Low,1,Snack,0.0,Metropolitian,1.5328406865991953,5,10
8721,22.0,3.7,Sunny,Jam,0,Snack,1.0,Metropolitian,7.633916343479225,15,42
8722,38.0,4.6,Stormy,High,2,Snack,1.0,Metropolitian,1.537284503081719,0,26
8723,21.0,2.6,Sunny,Low,1,Snack,0.0,Metropolitian,16.858125364863483,5,39
8724,35.0,4.8,Stormy,Jam,0,Meal,0.0,Metropolitian,17.303295941503084,15,41
8725,32.0,4.0,Fog,Jam,2,Meal,1.0,Metropolitian,12.46830295165988,15,37
8726,25.0,5.0,Sandstorms,Jam,0,Buffet,1.0,Metropolitian,16.726013068772456,15,39
8727,22.0,4.9,Sunny,Low,2,Buffet,0.0,Metropolitian,4.658809423952452,10,23
8728,31.0,4.8,Stormy,Low,2,Buffet,1.0,Metropolitian,7.549726956429768,0,21
8729,28.0,4.3,Cloudy,Medium,2,Snack,1.0,Metropolitian,17.103365376892754,10,37
8730,27.0,4.7,Sandstorms,Jam,2,Drinks,0.0,Metropolitian,10.605746101440827,10,25
8731,23.0,4.0,Sandstorms,Low,0,Meal,1.0,Urban,1.573027382944863,5,20
8732,23.0,4.6,Stormy,Low,1,Buffet,0.0,Metropolitian,16.389610488080503,15,12
8733,25.0,4.7,Sandstorms,Low,1,Meal,1.0,Metropolitian,14.157243571473249,10,18
8734,28.0,4.5,Windy,Medium,1,Buffet,1.0,Urban,16.72653729183243,5,24
8735,38.0,5.0,Sandstorms,Jam,2,Buffet,1.0,Urban,9.31865006899268,10,26
8736,36.0,4.6,Cloudy,Jam,0,Snack,1.0,Metropolitian,10.728820029363249,5,53
8737,24.0,4.3,Fog,Jam,1,Buffet,1.0,Metropolitian,16.390038273233,5,43
8738,28.0,4.5,Fog,Medium,0,Drinks,1.0,Metropolitian,12.10251296151282,10,39
8739,25.0,4.8,Sunny,Jam,0,Buffet,0.0,Metropolitian,10.88435120846634,15,27
8740,37.0,4.9,Sandstorms,High,1,Snack,1.0,Urban,6.082797180016071,15,27
8741,34.0,5.0,Sunny,High,1,Drinks,0.0,Metropolitian,6.119594248027193,10,23
8742,24.0,4.8,Sandstorms,Low,2,Buffet,0.0,Metropolitian,11.01119033893336,15,17
8743,37.0,4.9,Sandstorms,Low,2,Snack,1.0,Urban,12.423702192370143,0,15
8744,21.0,4.5,Fog,Jam,0,Meal,1.0,Metropolitian,12.164887165079149,10,42
8745,33.0,4.9,Cloudy,Jam,2,Drinks,2.0,Urban,10.869688711148951,15,41
8746,30.0,4.2,Cloudy,High,0,Meal,1.0,Metropolitian,5.961163865781736,15,34
8747,35.0,4.2,Fog,High,0,Drinks,1.0,Metropolitian,1.532757485519916,15,34
8748,27.0,4.6,Sandstorms,High,0,Snack,0.0,Metropolitian,1.5585765917151808,5,17
8749,34.0,4.7,Fog,Medium,2,Meal,1.0,Metropolitian,10.645624281412216,10,30
8750,33.0,4.8,Fog,Low,1,Meal,0.0,Metropolitian,20.292512350490924,5,26
8751,29.566910587697237,4.6337736972250205,Sandstorms,Low,2,Drinks,1.0,Metropolitian,3.122339541569137,0,13
8752,37.0,4.7,Sunny,Medium,2,Meal,1.0,Metropolitian,9.184033971017682,10,23
8753,28.0,4.8,Fog,Jam,1,Buffet,0.0,Metropolitian,20.292963373293507,0,30
8754,23.0,4.6,Fog,Jam,1,Snack,1.0,Metropolitian,10.884613383555696,0,35
8755,22.0,4.9,Fog,Jam,0,Drinks,1.0,Metropolitian,19.666023151255267,15,35
8756,21.0,4.6,Sunny,Jam,1,Meal,0.0,Urban,12.111540645647413,10,23
8757,22.0,4.8,Fog,Low,2,Buffet,0.0,Metropolitian,19.982366265031462,5,27
8758,33.0,4.9,Sunny,Low,0,Meal,1.0,Metropolitian,2.93098968119595,5,22
8759,39.0,4.2,Windy,Medium,2,Snack,2.0,Urban,9.319016395004391,5,34
8760,27.0,4.8,Fog,Medium,0,Meal,0.0,Metropolitian,7.7649843124721025,0,29
8761,37.0,4.7,Windy,Medium,1,Drinks,1.0,Metropolitian,13.616614084816156,5,30
8762,24.0,4.9,Sandstorms,Jam,1,Snack,1.0,Metropolitian,13.974941749992782,10,23
8763,32.0,4.6,Sandstorms,Low,2,Meal,1.0,Urban,3.026282426062492,10,25
8764,38.0,3.9,Sandstorms,Jam,1,Snack,0.0,Metropolitian,12.298046912685962,5,36
8765,29.0,5.0,Sandstorms,Jam,2,Snack,0.0,Metropolitian,14.157243571473249,0,21
8766,27.0,4.7,Windy,Low,0,Snack,1.0,Metropolitian,16.72585461520452,15,24
8767,34.0,4.1,Windy,Low,0,Buffet,1.0,Metropolitian,9.43816345911881,10,24
8768,38.0,4.8,Sunny,Low,0,Drinks,1.0,Metropolitian,17.303295941503084,15,24
8769,26.0,4.8,Sunny,Medium,2,Snack,1.0,Metropolitian,6.119646481307504,10,16
8770,39.0,4.7,Sunny,High,2,Drinks,0.0,Metropolitian,6.121787875635774,5,23
8771,38.0,4.7,Windy,Medium,2,Meal,0.0,Urban,20.18897027058477,0,22
8772,29.566910587697237,4.6337736972250205,Stormy,Medium,0,Drinks,0.0,Urban,12.24100940056668,0,23
8773,28.0,4.7,Windy,High,2,Buffet,0.0,Metropolitian,2.931226594659856,15,11
8774,21.0,4.4,Fog,Jam,2,Snack,2.0,Metropolitian,17.084067780175076,15,36
8775,24.0,4.8,Fog,Medium,0,Drinks,0.0,Metropolitian,7.450656441235282,5,21
8776,30.0,4.7,Sunny,Low,2,Snack,0.0,Metropolitian,3.117226770191815,15,12
8777,36.0,5.0,Fog,Jam,2,Snack,1.0,Metropolitian,10.9096810907267,0,45
8778,24.0,4.4,Fog,Jam,2,Snack,1.0,Metropolitian,19.694733684380456,5,35
8779,38.0,4.6,Sunny,Jam,2,Drinks,1.0,Metropolitian,16.642097727618975,10,22
8780,34.0,4.7,Windy,Jam,2,Buffet,1.0,Metropolitian,11.01119033893336,5,27
8781,24.0,4.7,Cloudy,High,0,Buffet,1.0,Metropolitian,6.234329486380044,10,23
8782,34.0,4.6,Cloudy,Jam,0,Meal,2.0,Metropolitian,13.973502187308805,0,48
8783,31.0,4.6,Sunny,Low,0,Drinks,1.0,Metropolitian,12.16593389806985,15,29
8784,37.0,4.9,Fog,Low,1,Drinks,1.0,Urban,17.081978160752183,10,29
8785,22.0,4.8,Cloudy,High,0,Drinks,0.0,Metropolitian,6.120854639390707,15,25
8786,21.0,4.7,Sunny,Medium,2,Buffet,1.0,Metropolitian,13.993841899626153,15,16
8787,29.0,4.7,Cloudy,Medium,1,Buffet,1.0,Metropolitian,6.212048437432228,0,11
8788,33.0,4.8,Fog,Low,0,Drinks,1.0,Metropolitian,2.9855353109119847,5,26
8789,34.0,5.0,Sandstorms,Jam,0,Meal,1.0,Metropolitian,9.351260586250175,0,47
8790,36.0,4.8,Sandstorms,Medium,0,Buffet,1.0,Metropolitian,13.635728416563168,10,34
8791,22.0,4.7,Sandstorms,Jam,1,Snack,0.0,Metropolitian,10.448096837502668,5,22
8792,34.0,4.7,Stormy,Jam,1,Drinks,1.0,Metropolitian,4.529668095048783,5,26
8793,23.0,4.8,Sunny,Medium,1,Buffet,1.0,Metropolitian,16.8315237838484,5,14
8794,35.0,4.7,Sunny,Jam,0,Snack,1.0,Metropolitian,12.10369538966352,15,26
8795,33.0,4.8,Sunny,Jam,2,Buffet,1.0,Urban,16.390873953030145,5,22
8796,25.0,4.8,Sunny,Low,1,Meal,1.0,Metropolitian,4.598109922175776,0,23
8797,20.0,3.8,Sunny,High,0,Snack,2.0,Metropolitian,1.552893794261477,15,47
8798,27.0,4.7,Sandstorms,Jam,2,Buffet,1.0,Urban,4.529710662248728,15,26
8799,21.0,4.4,Fog,Jam,1,Snack,1.0,Metropolitian,10.8837798770122,10,39
8800,36.0,4.7,Stormy,Low,2,Drinks,1.0,Metropolitian,20.29196650627565,0,23
8801,31.0,4.6,Fog,Low,0,Snack,1.0,Metropolitian,12.297604948140265,0,44
